did	duration_rate	gap_meanlog	gap_sdlog
did:plc:3spaugnjjluts6c4dusokz64	0.00836083608737852	7.47215444141924	2.29261724839496
did:plc:3sqxsiylrnc74beqol464m4q	0.00507008649039726	7.87005243226325	1.93602383788419
did:plc:3srmntzocosyxikmn7thnow2	0.00525348043140151	7.77696962856586	1.68231595630492
did:plc:3ssngbxroksgpyrbxkf6vy34	0.00426206759954192	7.43436520286515	1.93652461145744
did:plc:3sxim4p7geda6eyxqv642tvd	0.00755767701386533	7.09196749262032	1.9513048533044
did:plc:3sxqlpvqxt46lcvzfks7br4y	0.00288839724758664	6.3422429490948	1.68941517796664
did:plc:3sxxm5v4id5redtyzxevfpbq	0.00401206636641338	7.07423418292074	1.6740377471481
did:plc:3szigdaoohcg43t4h6lutfpf	0.00711305007710114	7.09725471783248	1.92622145906773
did:plc:3szsbdvzpiklwpwedtcpckcp	0.00236156857900679	7.19366004039907	1.91899023099322
did:plc:3t2yv6opebywb6drqcmab72g	0.00220372184140683	7.78770700287959	1.66315027586132
did:plc:3t5k36kzxuj5o6hxdlcb47x3	0.00522292993693289	7.04243478453168	1.53405414111415
did:plc:3t62c4pbgyxpfzoqddpif3u3	0.0044428434208165	7.57465770887313	1.79503949256643
did:plc:3tc2uem7fhdxcbt4m4c6xntf	0.00903861955926624	8.41285917708855	1.3456464510929
did:plc:3tcjqn6557eewtw3hdaummou	0.00481303221109715	7.19250216176704	1.85459159452662
did:plc:3tcqr4nygdlxe3clichryxbu	0.00240411495029669	7.12082738300916	2.5498051566211
did:plc:3tdy2dk2jnf4cunlxlsbubbp	0.00309006123952198	7.79323423375227	1.92694283745371
did:plc:3tfasguqviifmu33522nizda	0.00349006301545928	7.52705042386059	2.03165943761375
did:plc:3tgf4rvti3k2gny36f5sbena	0.00531757755097484	7.84096948993692	1.54740350420502
did:plc:3tiecj7c4fdjp5uamft7uwur	0.00930665425834012	7.40580662378158	1.98101630396254
did:plc:3tiuvyc55bnut3omgx6t5fcj	0.00261977090960833	6.84838515475187	1.95271163445123
did:plc:3tmnq5kqaelvewwwqab26nd6	0.00332459811485794	6.93546080777501	1.85946670878199
did:plc:3tnhqot4hnejvcfzhvujyyo5	0.0112755461669226	8.33622430687645	1.7369599547539
did:plc:3torzwn573u4ftdiucnydh4w	0.00584212026262906	7.22969582282733	1.70757288253943
did:plc:3tqfjpf7gsnfhd66rsoy7xfl	0.00267641490958972	7.55009389198613	2.37660533645373
did:plc:3trk3earl4skkoky7lskh2yt	0.00526259263298319	7.44731847437368	1.99329713129512
did:plc:3trrhlvulxigx4oaqzeulqcr	0.00559256517815928	7.69483886517262	1.7532562063329
did:plc:3tt66vaddjw47efnbhnw252g	0.00782297720621748	8.00229963686392	2.04373348679106
did:plc:3ttqmoc5exvqub7u5szpxjki	0.00583917250807311	8.22436729692724	2.01439092748154
did:plc:3ttueutviicugybwh6c4us54	0.00290799699188041	6.81277767471564	2.05124162833102
did:plc:3tvs7wncsjsjgo34fexau65l	0.00587334014519778	6.92010017499587	1.69452756205088
did:plc:3twhsjfdfalvqylcpxi4sgcd	0.00295037997332469	7.29021177264925	2.81384847497402
did:plc:3tx6ltotkvnetbjr74ot34je	0.00689432295729131	7.27011679907537	1.62588690588329
did:plc:3txeiwazbkwmhj5tgc4nwcq2	0.00430344275443003	7.803631685921	1.99332762252785
did:plc:3tycnrvrs6hx7o762ycwt5wq	0.00263103438103054	6.78338465291699	1.76763271386205
did:plc:3u2hwhxxhgqje66iaa72exie	0.0029288963670719	7.73240155871837	2.01916948268394
did:plc:3u3rdg2xcryxt3tiigtajhgu	0.00225612376457289	7.30095037948512	2.61366876676377
did:plc:3u3xw7mrps2y75ysnry2nnb2	0.00612113402100578	7.85966870912469	1.68113592595051
did:plc:3u43dtkx5jfqga7pfnaujnah	0.00236191860471077	7.26636836655237	2.19685055185511
did:plc:3u5ajxqp6ibucdu7iwh5ajoq	0.00447684829980175	7.57148564768736	2.3369308451405
did:plc:3ucozb6xe5sroyvwsn5hyutn	0.00232599297151868	6.45281121326249	2.28366683259191
did:plc:3udst24qtlepowdxkcxigice	0.0100802304056955	8.52890318648315	1.45553475923869
did:plc:3uemsp2fvd73t7w43xaz2dxm	0.0061808250701565	7.6681199535135	1.95308146633515
did:plc:3ufdcymzhyxcwq3tvmoqnu4n	0.00959520241124601	8.01604622667565	1.64213699029053
did:plc:3ukwflnuvsv4327cru6xyegx	0.00882479552623395	8.08421567986244	1.80833371670441
did:plc:3ukzrlf5iyuh7on64dlmgran	0.00264937817556352	6.84221746498733	2.171289959719
did:plc:3umlf3bfhgqu2jadv3sth22z	0.00308868951329039	8.09604395680012	1.88191509808235
did:plc:3untgjkddl2uiu6bbp7elhy6	0.00615637184676211	7.58691803247245	2.05771578175703
did:plc:3uoz6yac6zsqr52mwyppv4fw	0.00823836331576389	7.96183014659723	1.66535259917851
did:plc:3upazkmietdv24uwufafreum	0.00616358487612549	7.40092474871048	2.04342132453374
did:plc:3uq5hgupdk5ezxkhews5cpku	0.00297088532385513	6.16375259587098	1.77910914267847
did:plc:3ur7udo3kdmghdehm2r6cnx3	0.00544545051881327	7.90067605378033	1.56903547037
did:plc:3utw5duwv37y2xi53j66zga5	0.00510611137772631	7.17194074911413	1.92076160690109
did:plc:3uvhsqe26t3q3loqeptcppzc	0.01115241636479	7.92800053270781	1.89018726041783
did:plc:3v24qobk3tvev4yl6jejyc2d	0.00267904983052551	6.74690790235944	2.25704862303764
did:plc:3v2lf43cwet6pfgm53myh4r2	0.0252844501477558	8.09040015073073	1.74033927077488
did:plc:3v3hbrhzlo4rqam5jj66izsq	0.008791658150858	7.67356974928349	2.1355096185244
did:plc:3v3hz4eu5byq5ynncybwpb4o	0.00209401910507191	6.99439242634538	2.14318222959111
did:plc:3v7spxqjxptw7hywkxfcyzdb	0.00491228070251045	7.36267678696144	1.6351626693377
did:plc:3vc3s3yqfem5ripgmz6pn5gb	0.00389007403720219	7.65789452340165	2.02895672408843
did:plc:3vei3blkyijj6wvyikyv757y	0.00260213374968346	7.32721150617764	2.66307584265013
did:plc:3vh7oyeqdyb3tm4mrgws6ejl	0.00480355606619525	7.40153731510538	1.86545574877671
did:plc:3viqh3ryys6ffmcwvk335u5c	0.00257136631078839	6.91435958956247	2.18305758886012
did:plc:3vlamdsjdnp5sim2v64h3zxp	0.0030257186083046	6.75454741118288	2.00758957264945
did:plc:3vnzshy633jjmdl7qw5iwjkj	0.00277496131081321	6.70925057025826	2.09201813821407
did:plc:3vp3ydrehp52r5re47j56mk6	0.00286532951305446	6.70328241996215	2.28177521629384
did:plc:3vpdrfifwy4zwzqf6watc2sw	0.00468418356231754	7.15438437411137	1.80946535413662
did:plc:3vqjxg4xvqh7ndhlahqhwwyo	0.00534885550282508	6.74867228251039	1.85898844692504
did:plc:3vr3typrwakaab4ymfre6wnh	0.00339614827133444	6.11601112818965	2.18190369810595
did:plc:3vstquh3chpn2rsy52njshxs	0.00409152901981312	7.12399602423426	2.32814867212926
did:plc:3vvifhug7ugmrwjglxwmg23c	0.00398284313754247	7.0986961697722	1.86668697574839
did:plc:3vxeferujyqivrwavrz3qtd4	0.0214681440719558	9.08140658553109	1.26351373035485
did:plc:3vxehcc6zcraha5kl43exmh3	0.00361944157188723	6.84064848945276	1.98059299776099
did:plc:3vyzz2pifv4imp6nszmjwvrc	0.00594980528121018	7.86662254663925	1.50876279824058
did:plc:3vz53nwh6muy4x5g6qshcz7r	0.00326217998734172	7.90055897434156	1.97435871037188
did:plc:3vzn7pu3nrh4zxzzh4nfdw3e	0.00260510890824244	7.7266235599456	2.17903540606966
did:plc:3vzoikpxgs24urghjhlg74lh	0.00445907208934851	7.27750022894015	2.30532024590462
did:plc:3w2ncnjrlhxisgxx25dsu4sa	0.00735930736041584	7.30830396226404	1.93574849151574
did:plc:3w2sjq52dhv4tpkny53aax4f	0.00387478331835115	7.63997586992326	2.03615582683394
did:plc:3w3yegxtdhrybbzrefsmibqo	0.00593924995969841	7.27439112163785	2.23274048020398
did:plc:3w4pck6cefz2ofrdmtiqr5gs	0.00596065964843278	8.32537626863335	1.90917939260817
did:plc:3wc54sextxgpu5qg5n5us6fe	0.00386442315465101	7.66675731978727	1.84559281915739
did:plc:3welk3gkz45yvj6zqm4ph65h	0.0031140610084428	6.6262150337649	1.85455362657506
did:plc:3wgtwsy5lizxohuypolra6d7	0.00246940090212618	6.74992860809854	2.65488070065804
did:plc:3whs23a2zetdrqvns6axz35k	0.00381037767599925	8.46255126853612	1.62945629221327
did:plc:3wj52anidfyx7bx3d442krli	0.00413431481320383	8.43142397805734	1.69995416765152
did:plc:3wjpte2aamve3b7ofx6qp7mh	0.00912170967191144	7.82711754485219	1.96645742264955
did:plc:3wndwwvhhzan2544xcwtjhp5	0.00601374570651023	7.76420904115796	1.8184325012014
did:plc:3wokm22sks7autfefxkkl255	0.00275190516512161	6.61679337278935	1.97373383062515
did:plc:3wpkozlti7pfz2q3ynec7x4c	0.00220984157622028	6.95060046506779	2.28823104609422
did:plc:3wq7ekfto4almqkt4dtadk2g	0.00381804298058285	7.9749355746606	1.88704946107231
did:plc:3wqtgxlzpzjqncx3i5zwj2d4	0.00428579484599732	7.0029124126574	1.78918686817742
did:plc:3wqzdzcuz2byriwbptnqgabx	0.0030015007505138	8.10543475930373	1.75225850876348
did:plc:3wvfpcufn2zaiaus66dagmha	0.00748334188123043	6.99151993346124	1.72038205610362
did:plc:3wvl4no2nsqgcktuufwf6htk	0.00670550731157096	7.47496020043242	1.75479525347732
did:plc:3wvwzmych4jezkwy7n4q25x6	0.00977151890817419	7.68579963078347	1.62304122012637
did:plc:3wweayaj6wlqj7hrfz4f6i7x	0.00465621604931503	7.96114849576738	1.74514658816015
did:plc:3wxnslt53cnqqq5q6lexvbb6	0.00694346039525674	7.62959662205667	1.96067070777778
did:plc:3wyw2td73ongt7au6lm7volr	0.00639307073657369	8.046565078391	1.72559559856711
did:plc:3x3bgitpdvm2pf4tzqdf6yua	0.00247905945991649	7.04276054921111	2.35763550523122
did:plc:3x44wngfbmcibdr233ah52n7	0.0100160256519614	7.60064232837496	1.56830592184176
did:plc:3x6dhors3byjbo6lx2cgp7pf	0.00533731853119343	7.17289392050827	1.81038868796834
did:plc:3xakzvi57rk6757myq6f56dq	0.00471073942816037	6.9567456303091	1.94211560388151
did:plc:3xavuygor7aiwzwz4pmmzub2	0.00623003195071708	8.12610940395493	1.94431208061955
did:plc:3xbgwfwpzxr52en5tbpoiz2q	0.0032866736026769	6.59137629006117	1.83029080477245
did:plc:3xdabz5xqruoyebm6z64qowp	0.00440358467349127	6.75239904348163	1.90777379390876
did:plc:3xdh7wupeezaaj7xw2izmtqp	0.00324721667153281	6.59232106304367	1.62887145875623
did:plc:3xdokyho6jt4q4egj2suyt7r	0.00351256417226952	7.16831418930521	2.13793593385795
did:plc:3xepiia4o2vi72cspauocraa	0.0045289855074402	7.28057346407943	2.05917804849096
did:plc:3xev55iyovpua7ussndar2xd	0.00543366823922734	7.41172077051201	1.69215569306768
did:plc:3xf5qrwqf35zitywmrkblebq	0.00432490877150025	8.55592543376432	1.84143534371621
did:plc:3xfe5skjm4bz44cdk4nrafhn	0.00701339638150936	7.54286351692189	1.63773638219081
did:plc:3xfe6efhlnfjhxawx42qbdrf	0.0065758572177486	7.59544853896904	1.68152538683973
did:plc:3xiptcr5mzz6y526poxjy3vb	0.00237944162442368	9.00737660686616	1.39900416053258
did:plc:3xizu6l6o4w6jiem7nq465mx	0.00399351054564899	7.36556642410395	1.95206194843643
did:plc:3xopelrmezpzagkh4ka7peo5	0.00463637567979995	7.42255687307131	2.11529345026981
did:plc:3xqxekhkig5la5z7kstz3aw5	0.00593119810414699	7.51683000173338	1.72421062657449
did:plc:3xrgme4aexpwlzqzrbz4cc6n	0.00713822193988699	7.19165983531504	1.86831026999604
did:plc:3y4etjsvqovl4avmksqjstre	0.00243842965157332	7.54062639498661	1.54822624784591
did:plc:3y4jekx5hjknomix4po5dpws	0.00285830951424911	7.18383376607947	2.36992545463889
did:plc:3y6tbmy6qkwche7ij2rtkr5d	0.00242935685979101	6.92431674993726	2.01066232654201
did:plc:3yawq2iiclk7lvmvdwgsraa6	0.00697722142547641	7.57700730710162	1.76577688430833
did:plc:3yb7vdkvqbm5wpasrqjag6lc	0.00893366280483583	7.43199110006487	1.91134862472247
did:plc:3ycmspo6npdqk5mjhwstuzzi	0.00613101000361218	7.28358579813801	2.13925659257575
did:plc:3ycsilhyzfl3b4fpe6dq7bwa	0.00453218620468497	7.61615354475557	1.81708296507457
did:plc:3yfiwm77bcth5imhfn7s6akl	0.00440852314495702	7.49405077356967	1.84151305874092
did:plc:3yfqaystscw4tpzpabqpvojt	0.00345235746740348	7.52764339698638	2.05957664667732
did:plc:3yjkznycmn34xqutyioszwqs	0.00476809709662346	7.12678066525554	2.46292457172322
did:plc:3yjoxciehhkswhnshhk4idiy	0.0101813554033463	8.20508260017958	1.63994637430235
did:plc:3ykc7qr432adi7i3nzrmeaiy	0.00320461464520181	7.54108479176825	2.23819452116347
did:plc:3ylctm3c73v77iruazho42rh	0.00342493030710944	7.53560162089958	1.89546137106452
did:plc:3yluzu3oqgijz73kt7hzu6ca	0.00521920668121307	6.99662589760022	1.84766385822295
did:plc:3yohvio42dmjzo4eiyc7vzoa	0.00426521907739465	7.11889944530983	2.32340223786251
did:plc:3ypzgty6ofxumqmyxluk3csb	0.00581992468558408	7.81463242705492	1.67671852535921
did:plc:3yqnijeetrkdz52aiick3u6d	0.00370119791495448	7.26727168472776	1.88490853941579
did:plc:3yt3mtlqtr6b7og5zblnq2td	0.00734186747099597	7.9447300986553	1.79980857439576
did:plc:3ytjepe4th2a5se4iapjssnb	0.00575208513319818	7.74135082659945	1.93223130876645
did:plc:3yuob2bclnqulgqyv4tq6b3b	0.00516137912115122	7.55648415676568	1.5805459426215
did:plc:3yvd3wq25ybpzobflkdmdj7a	0.00380316672006825	7.74120577145802	1.58920491114657
did:plc:3yw6q5l5ehvf2v4czatrz4ci	0.00223553608162371	6.92029321059696	2.5988463138501
did:plc:3yxpc7kugbfvucqp7ustdvio	0.00242372398066502	7.79960806085815	1.88994053821868
did:plc:3yxvsb2lff5qsw4p4vzs6ywm	0.00328759291033864	7.7571679371679	1.8449218873791
did:plc:3yxys7dtrlgz6gzjtammm3jl	0.00249788640382211	6.94872842192247	2.32992788735227
did:plc:3z3py6mmwrtqzd3hft7du2dr	0.0078069552920747	7.75105925795193	1.91120382945585
did:plc:3z56oefr72xebmz6ove5beoo	0.00214298470155238	7.02229282350133	2.60013857688493
did:plc:3z66lxrkq3syfzmj2cul27lu	0.0070827208401131	7.16606044560779	1.76592801068798
did:plc:3zajrvevjlz4hopfi4kilkry	0.00824617860019235	7.69632699983101	1.93098873424574
did:plc:3zfrdxl7miygnfi3y35ekrns	0.0073624148731851	7.98926016732499	1.63238042270975
did:plc:3zkrxuptenyduhaildkaze63	0.00509510869632851	7.71226672446439	1.62932174048218
did:plc:3zksfwtyxd4cxzmxtfsaek24	0.00256437094411632	6.55084966136709	2.55040113558798
did:plc:3znsvbgfhurcfpko2i47cavh	0.00362714508618733	6.5998909818317	2.01625703705034
did:plc:3zsgmn7rur5mjjet3szt4v7v	0.00214152029953516	6.90531935491039	1.81319680070006
did:plc:3zt46pvvfsye6eu2y3owd3pw	0.00447241146286165	7.01648305109043	1.86949805181802
did:plc:3zwgefe4vv7vndh4jdjrcdw2	0.00742407199208063	8.21218881755927	1.76341948752293
did:plc:3zzm7oudyj6q2mj63jspkidz	0.00617283950655031	7.44094389483526	1.89815953471718
did:plc:3zzxomrdf7f5423tn7vrwzke	0.0114137483861088	7.60453441446809	1.44007176485215
did:plc:3zzz2c6za4uwivx4hhhxa3q6	0.00341847265268019	6.94708164817896	2.00066518940483
did:plc:424cao5tjkq6fvxxoqzzeqe4	0.00315711278952029	7.35788323942459	2.04276593027691
did:plc:425qgmeu22uz7ca7r6k6cd32	0.00461095100882901	7.94486010403652	1.73192796114398
did:plc:427okhaswieywc7cx6tqnkfw	0.00389140271524103	6.83556867951221	2.42685089612975
did:plc:42bh3n2l5xn7q2enfj5xc2uo	0.00228767515019484	6.42630034900243	1.94576233363025
did:plc:42bh5ryu7hcys62fep4ncrfc	0.00361488273711868	7.42808714643425	2.26196125125149
did:plc:42c4x6hmpn4addbsgj26oobc	0.00296427471584251	6.22420507094161	1.84438932226246
did:plc:42cr4shdsoo46aty4hdlviwp	0.00508829691776979	6.4767820400632	1.67919723899779
did:plc:42e2cw2yuxiztw5d2rleldhv	0.00332627759308506	6.66534947280978	2.48515494173492
did:plc:42ea5wkdjokmz6sosj5ddvhg	0.00376525577942999	7.27578605348591	1.85806058971748
did:plc:42ey322r4sivibemofmphc22	0.0027445299994216	7.14520514115835	2.69764757010466
did:plc:42fh7iylnwhngyggoiihzqcp	0.0113464447881478	7.77201403181935	1.60094386218279
did:plc:42fqtyvihj5ytk3djuilq67u	0.008893829921148	7.59682162914623	1.9322484220072
did:plc:42hqnlprekmu4k6gd5cl5xor	0.00534759358580621	7.66859960284792	1.79202285481653
did:plc:42jpvr6k75e2sleg46fpxvqx	0.00526949714246801	7.23750717456154	2.03382894563277
did:plc:42mlk6c7ktswxntti5belqqu	0.00428069102606742	7.03395588335815	2.04809293130146
did:plc:42pjcqaxfd7o4m2ddczx5dpf	0.00510790448285737	7.3881888196175	1.95243130051383
did:plc:42rm4g5bt6pep3qgomzgqfc4	0.00324402717360685	6.62963523103822	1.83875685460952
did:plc:42swetkovb6mc2dzhghrwklo	0.00404767258853537	7.34845490411283	2.49849122013668
did:plc:42vl73mne5w5nckln5jlx7z6	0.00307946522470352	7.31898042228643	1.87167596400261
did:plc:42vlafdatlgp5aybqevzxzh2	0.00240735624931607	7.18577821370266	2.106145738343
did:plc:42w75ppgdk7goly4ip7ebmrh	0.0033237649192728	6.60172292256158	1.94678513285642
did:plc:42wb2le6sjggt5aaeefywwnx	0.00236639716038265	7.07052049981804	2.18347782076366
did:plc:42xvddhfyn65zhxmbfinox67	0.00283419933885295	6.70900408501476	1.87450325733456
did:plc:42yr7t7oq75h2vjqyenevgli	0.00471481140840068	7.25331444790489	2.21790049194031
did:plc:42z2td45qrwcwxakp3ysff2g	0.00355339442719051	7.68881947028443	1.94043490438458
did:plc:42zz2an4regcjouww3yiy2rq	0.00204740889039994	6.60284306281256	2.9264157462461
did:plc:432pomigwwbro3kyaganrqh5	0.00901592173712919	7.39559518939664	1.73445804604724
did:plc:436wqojukimabeyzfbytcwez	0.00643623361310502	7.07883460882963	2.12674826188088
did:plc:43cq25ob36k3npylij4mtwgv	0.00311783256893035	6.76528835964783	1.92080064461398
did:plc:43d2gvivp3wvj5ffy6nopgwz	0.0100649350757116	8.35787687458395	1.58061705782924
did:plc:43dx2im3alvsb5imco3kbylu	0.00221312844503785	6.8951456442358	2.44208538088265
did:plc:43gwxzoznkqhztn4pjwlu3pv	0.00443405836282928	6.89956608806716	2.16461907405274
did:plc:43h734w7geq5kqhhk77bia4q	0.00455009750304477	7.56316776849515	1.78844732626004
did:plc:43j7pd4fchfyenyfvr6s7l33	0.00320185614851452	7.59832167410249	1.98983631878563
did:plc:43jmfslahxtquw66zw56lidc	0.00454226370001487	7.04688568026732	1.74111346388167
did:plc:43mgaep4brfoqaidm7jtrn2h	0.00868952561565343	7.82911587065545	1.91691272482306
did:plc:43nfisofcz63daunzyqnez4h	0.00590128755408073	7.47493703347807	1.98214665316396
did:plc:43ou33d2khvj3bsdzduzu6am	0.00522258144802843	7.30244625316246	1.849455127141
did:plc:43pfwhhussiikjt7yoarwjhw	0.0039835433945129	6.7772925342489	2.05252010315759
did:plc:43q5lepaaye7alccjpk2afom	0.00798327314202289	7.50432781125376	1.99222808685402
did:plc:43xcxbe7fgpyhsto7sfi3bnj	0.0024473147519226	6.45131831180812	2.65120394628866
did:plc:43xup44hurm2jsspzpnhq3zf	0.00206830861342049	7.43402023644074	1.97927294528002
did:plc:4433pcbbju22ktxm43kbrd3p	0.00546538588947659	8.48735284537694	1.83388094386012
did:plc:445tp4g4mw2afb5mshwijyzx	0.0030038230476533	7.17749871199937	1.87949285047386
did:plc:446l5r5u75g45hkff2szrrqa	0.00328569732008382	6.67229711055179	2.22539860128916
did:plc:446wc4za7qq6adspfdzo237l	0.00292009556677005	7.09116327205066	1.94870328083928
did:plc:44a75wu4ok6nd2awraikufbi	0.0116385911527131	8.5123590603386	1.62234549848788
did:plc:44bqz2564kg5fzgnic7aglld	0.00374816665934725	7.71090392896042	1.71382673576334
did:plc:44ggmlpu6a3kdmnafpzzpgho	0.00200431965442781	6.8477240053829	2.08261696673589
did:plc:44hahtfv7fynooknhx3wzxx3	0.00353887399505244	6.84208354484607	2.07336371457539
did:plc:44j5jl6iaomzazmzz5kaz72w	0.00284629981041058	6.55837472562505	2.04694292057227
did:plc:44ku4irs5pt4ijj25e6biq2l	0.00417785735626138	8.01121026252648	2.01620086199252
did:plc:44p7m65grfgr23lauypucca6	0.00318990572113683	6.53155231049622	2.18601825128527
did:plc:44pqf3sgvzbjlnxt4g4dj7ie	0.00322964473910073	6.65719086900544	2.64653029516822
did:plc:44syuo52catcx3jq4yrkdf4n	0.00219134152867054	7.07323490544688	2.56198926741737
did:plc:44tt5yqui3o2soz6ajwai2xt	0.00378105869677259	6.75941336274818	2.10945424319432
did:plc:44uw47sjz363u756qm2hmwgy	0.00276982079040619	6.82178719971787	1.83881750526521
did:plc:44wip5m36ixe23jco3w7idfo	0.0055183946493599	6.83267647703089	1.83893023829608
did:plc:44xsi22bnz2jmo3rcftw35kj	0.00527724097226704	7.06956275960541	2.05006609161218
did:plc:44y4fsj7ah7ta4gbx2ahzv7k	0.00546075085379	7.75555321148592	2.20643393730591
did:plc:44yaaix5gw3lczh6zj7dx55x	0.00239729040232499	6.28185486453826	2.01141618646664
did:plc:44ynxz6zmx2lwtzr6wii36hw	0.00490506329493655	6.54107881103433	1.78822797441625
did:plc:452e5wpv4f5qjnxb464ua66n	0.00402468473303147	7.58823107604944	2.07136945669271
did:plc:452qcezfspgussyg4ipjdle2	0.00527742119587223	7.72929021000803	1.95263910501
did:plc:456bfsxnvscqxjnsotaicbvz	0.00236153922646911	6.68100254340151	2.18903835686476
did:plc:456g7knmez3bjur7rziwfds7	0.0205882353254524	7.94076664167556	1.72787558755613
did:plc:45bnewl7mo2eookbfwww2onh	0.003631151457621	7.14025594636766	1.78797283107759
did:plc:45cwc3imowkfs5lbriryu4uj	0.0058147986648588	7.55529190984908	1.73835501580716
did:plc:45dhystm6tumn7wod2xn4g5j	0.00639897616550613	8.5137190246073	1.38645558447822
did:plc:45fj62rv6pxjzt3ijghnclhw	0.00238522577017344	6.60243808394508	1.96995476829106
did:plc:45hchfby4xuff2p22gk2ny2h	0.00536193029548513	7.4167709913906	1.98593053733593
did:plc:45hhporzfdekgzg6tmlqakon	0.00346646571257447	7.66287727579481	1.66148582710744
did:plc:45k46hpaf7okxxlgnmzuog5b	0.00686153424042582	7.41662500807104	1.93653268196648
did:plc:45mpc2vu4tjgo53vcxh3n3ni	0.00430316490861095	7.49050084301232	1.97943645999215
did:plc:45mtu7hukdqjbi7vxpm2i2f2	0.00286799472925078	7.13605935742917	2.80864664845844
did:plc:45qmd5e4kibcn2xkdtoup5cb	0.00389083735234763	6.94132153761872	1.75486812252664
did:plc:463lqmn7ktkrebxm4oozgffu	0.00746578183857113	7.26401443620119	1.4267530395648
did:plc:465c33bkxfoacvktazq4d5h2	0.00364265549623534	7.8054091864829	1.95431078362824
did:plc:465fbu47ywiq3wyrhzzrndjq	0.00276638366897649	7.77564095599955	1.7502851561707
did:plc:46am36cg6k4zglcimtibwh7f	0.00295280780399514	6.29159122827663	1.97012250247419
did:plc:46b5wvniwuj4anq756zsbjuv	0.005651894669729	7.66211537344144	1.66022263405789
did:plc:46bm2seqyqy42pndkl6d6y3y	0.0023800708732797	6.75286209134258	2.58257698972272
did:plc:46drba2vciz56qbszqqumnyl	0.00257160592360652	7.09910101406506	2.18490995523779
did:plc:46dtzjcs5tsd3hrmz6kr5zrw	0.0026443034151361	7.18304424445269	2.17982164947582
did:plc:46ffig5umevxdr6ipdx3hhaw	0.00256243011558812	7.4246385442953	2.04871813210679
did:plc:46lklbmafecmuom2u6oj3f4n	0.00407117998582267	7.91600693000093	1.60431507399234
did:plc:46nxa4hrcbfhgwi5kkckpgoc	0.00251684663478102	8.39174893232808	2.08532814139133
did:plc:46pz2orczi2g57d4lfxulq5n	0.00338325514302433	6.95637807911314	1.9104931163563
did:plc:46qthtt2tfkipn5uclqxcmai	0.00224585919717562	6.82932416569586	2.18802641936106
did:plc:46w6ko5ffm5ob6vw6eqo6bkm	0.00832245431191686	7.66813756926859	1.88277312846275
did:plc:46xhnftmhpije3gndefrpgri	0.0050228720071644	6.97013388253257	2.22461219945434
did:plc:46zl5h6dcdks2jbxiavr6d2b	0.00412567438934085	7.46933714346828	2.30182113284739
did:plc:472hk2hkvsk5m2b6h7bbpvit	0.00352841911524522	7.30240064718016	2.30446693629026
did:plc:472nnwoeohdvayyjhyib7gb7	0.00409866061652619	7.40933797060691	1.94254537618591
did:plc:4737mi6jo7wvc3c3ejuy2gkd	0.00302044609668145	6.86665901714158	2.38364774242118
did:plc:475rcr56r5qevsjqidqxbs6l	0.00341572475515142	7.5688781087971	2.05681785895542
did:plc:47b5bch4sax3fnwsuwuntzwz	0.00355769230809991	6.91431125344127	2.14863936263194
did:plc:47c5yr3jvqf2lsfoprruwu64	0.00244761250434716	6.69492164700378	1.98518680942614
did:plc:47cu6crr7c725chxsphja3eo	0.00340476667343612	8.16276686471721	1.7575382720874
did:plc:47im4lxz4ambrz4culu5waho	0.00506656070007208	7.03083914545991	1.88321375412975
did:plc:47jzgw5ylwvwym2senumaluy	0.00373509553260171	6.78552386595535	2.20608608878307
did:plc:47l3lpq36f47ltgm4pc4wqv4	0.00605274535435945	7.6935799828972	1.87045079352432
did:plc:47lm7xtq2dnyoye7rkqcghmw	0.00349180768240885	7.53564736401761	2.24662964916131
did:plc:47mou77znhtundrldql64p4u	0.0135623869845013	8.2034743236298	1.48637726954316
did:plc:47nf2g2p4shv67hz552acrl2	0.00718535983053931	7.76024547104391	1.41074356049403
did:plc:47numlfg6k4khvuosnun62jg	0.00424683654036434	7.03376687336283	2.20538150579749
did:plc:47ozl2begt2rcpvaeiwckq5m	0.00202145349028763	7.42526257685389	1.96758856646226
did:plc:47ozqhl2oplorguuzlltqhas	0.00405580791699144	7.26748748263464	1.89255518533515
did:plc:47rhx4n6hp7uwitshhorx267	0.0020046967180456	6.96688734865543	2.05855722234594
did:plc:47roy3jyoc3iecc3htx3frwz	0.00204313280372846	7.33030177758904	2.17052766799338
did:plc:47rrnthyxtqrhfiwlttpz254	0.00724637681275573	8.85917605438672	1.05202769593515
did:plc:47sinkbetebwxsmgrwm6lek2	0.00338040865432392	7.39185564983355	1.70240494148501
did:plc:47tyswtskhp3an22mk5rgd7k	0.00305225038812943	6.47777897859656	2.27127145429982
did:plc:47v7w3vpghpa4y7cdc6q5rx5	0.0040301746411784	7.10866536783217	2.10567337209845
did:plc:47zho2zwuhnxm3x45vyqjtsd	0.0092615159666981	8.41562956146541	1.46751427599947
did:plc:47zzhtinqdhhnrep5mqhlani	0.0112359550639167	8.0450192338867	1.66470146452296
did:plc:4a2bory7lkdtvzw2jzmtgbhe	0.0037379500298599	7.0094475700105	2.6194047322725
did:plc:4a2wxxx7tssqtrod2cmcopnj	0.00431800863624161	7.87847045720719	1.90285729114474
did:plc:4a3zjhvcdjy5zcwzocygfylz	0.00682448283355297	8.08821337173619	1.96714455990347
