did	duration_rate	gap_xi	gap_sigma	gap_mu
did:plc:2crd7lvc5q4sbljdckusd6cy	0.00384500745188538	0.7981730177319224	568.6061560158334	0.0
did:plc:2cu3gfgqeboa7rec3ifxcgte	0.00626479187149692	0.49679232633034026	3443.1892931162224	0.0
did:plc:2cydzsoovcoj76igpddwdzvv	0.00306892067633213	0.573686209105111	4732.9062271737	0.0
did:plc:2d2claa5oh4m7kebnv7lkzdh	0.00537345513176469	0.9420866145200281	1087.7322182463345	0.0
did:plc:2d3ia5ohg747lc6plyph7wnp	0.00613604488270727	0.407048912291502	7054.33487480047	0.0
did:plc:2d5xenaeieucfmadlqy2542k	0.00486534639973695	0.498200595793807	4569.3146670235	0.0
did:plc:2d6xsm2h3nsil6gxnzbqrsg4	0.00925925926203056	0.641141820264084	2821.12065090874	0.0
did:plc:2df77nkxeszdh4pqawno5jv5	0.00537875392258154	0.6985623199197601	1525.821137083755	0.0
did:plc:2div7audkuntjmaapl2eektz	0.00535255885142044	0.4837359640817028	2448.348310476539	0.0
did:plc:2dkck4xugrjemjryrokbado3	0.00304916783128466	1.1062881287729058	893.0939119969721	0.0
did:plc:2dkyxttvw354f4iprf7bebu7	0.00234375000006113	1.734737169001454	447.41026005489107	0.0
did:plc:2dvxo5bwognw76okvlk2bsx2	0.00359858772445642	1.6330700881565534	443.489890502725	0.0
did:plc:2e7jn4yrrtaih6l3c77zyjwy	0.00382880966594204	0.6095934439758345	1728.0137377551855	0.0
did:plc:2eakvt2ybuai3m7zrji7lm44	0.0092506938048142	0.5214862848835562	4702.5773649208195	0.0
did:plc:2ecaapusonuxktaajhslbu6j	0.00342985662120448	1.6185078755718376	342.6828829272944	0.0
did:plc:2edezl43vsp22lxrbxkgyrzq	0.00630452313057322	0.49843161246228207	3399.5176597619816	0.0
did:plc:2edlsdpqe5vazym3yod7dseg	0.00718667835351346	0.585231207694758	2822.45301161487	0.0
did:plc:2emwefvtoyp6iu2jpy4icpni	0.0037288587046519	0.9718949781238112	1000.2048227872077	0.0
did:plc:2ert67vwlqluouxevnberm6r	0.00586034912939157	0.37766180443765	4729.1509330858	0.0
did:plc:2f2rv3hpv25v4vp4yaru56pp	0.00544959128120505	0.547504718642194	2571.70935556601	0.0
did:plc:2f5zhdtqrd53g3ega7jewiip	0.00984589042247389	0.5775394783232893	3944.24045567966	0.0
did:plc:2f622etoeppaaad5lck5fyrp	0.00405527776711326	0.941583927644176	1239.3930403297004	0.0
did:plc:2f7qv3h6uw3qbbp2biyhzpfb	0.0077258320174637	1.0354766345586937	2007.0353992162577	0.0
did:plc:2fbmfux66az6rkuzclicjgwj	0.0117224428126339	0.50694239445821	4755.17385923568	0.0
did:plc:2fcs7te6hwed6nomfo3gqjep	0.00607370805063323	0.7907322407827992	1549.2195147037476	0.0
did:plc:2ffm4g77qmolvb66u4kikgzi	0.00396405919690912	0.8653710899876418	1270.1626499795848	0.0
did:plc:2fjpmy47xbub23nu4xvvzv5o	0.00928239914591369	-0.219904929769642	13607.1805054933	0.0
did:plc:2fjr3opmj3qwcsgyvikeq6w3	0.00759717314991075	0.335102285150795	6080.76968702495	0.0
did:plc:2fkbcs5dtemiidntavjrfns7	0.00705813869004477	0.6289323222901471	1377.4539602822267	0.0
did:plc:2fpek4r5jquogvjo5fg5bm3u	0.00547075509982871	0.0401125449561247	6839.53681368036	0.0
did:plc:2fqnsciogzlzpck6e6dhcxwy	0.0044290806967274	0.8088545566390482	1128.221518323791	0.0
did:plc:2fsgevm7fxm5ohtrf6325zlk	0.0047983759344616	0.8038695595335147	1299.2225527597848	0.0
did:plc:2gdt5u22tq2q5xdvakrqlob6	0.00759553762668499	1.037823357073444	2521.215225012087	0.0
did:plc:2ggzw6x37xtwmjfr6nn273qd	0.0055269922884457	0.9807251976135581	1805.458585800468	0.0
did:plc:2gip7bky2co6yxsahazgx6ze	0.00444726810775914	1.0014889125117836	1574.0722615323307	0.0
did:plc:2gqb2rhpxwcxcyfpi2fcttjl	0.00612861458975802	0.648084401559254	1857.30883116397	0.0
did:plc:2grlaw22y6jqzlu3xmbmsiy5	0.00706892199064857	0.780830557944531	3201.634415837809	0.0
did:plc:2gtatbkkhpiytz65m5jes27a	0.00518821061991368	0.6723151702478548	1916.2466581486078	0.0
did:plc:2gtpfvzw3fkavnbe5ujqmxfz	0.00779995412256633	-0.0801387945322258	11571.6904784849	0.0
did:plc:2h3y2tw45rpa6bjexwen32p2	0.00307780281892456	0.9659091799892708	403.3164140569422	0.0
did:plc:2h5afkieh6h2wuxoztvwfjuo	0.00314606741584992	1.0957808941735931	1828.91347657184	0.0
did:plc:2hblb27cj2c7mpkihxhakrip	0.00680419051873969	0.483036184770746	2995.76115423052	0.0
did:plc:2hmplzq2gtjhwxqslpyv3ipi	0.0107000917240348	0.6349379165683688	4681.725822205214	0.0
did:plc:2hxzfnkrihzz7at3morsxozb	0.00503983092250053	1.89185752006534	733.5353266426002	0.0
did:plc:2i6y4byiim6vydakduuhwvnf	0.00512220108311276	1.0980328455603905	1565.4312397745375	0.0
did:plc:2ihewvvysbpplunhdcopsctl	0.00359024842242416	0.9689178699624104	2199.255308042117	0.0
did:plc:2iigbokystlobq3bqrm3rbmv	0.0114196729894603	0.332602881728389	5480.95470164088	0.0
did:plc:2isaxjwezb5mfrmmkzz3z3xq	0.00916170407981952	0.6042099118830371	2380.975590362888	0.0
did:plc:2isomiwbebcq3yq2apduvuaj	0.00409957313854558	0.776822671926574	1314.844683419325	0.0
did:plc:2iugc3ieiygfnqbni5a7pul3	0.00455366255885533	0.373441652345665	4014.17309172286	0.0
did:plc:2j4py5vrga74ksc7mpubz4ap	0.00995685364538431	1.4548140977599537	1032.1187203416353	0.0
did:plc:2janpm7gwkxm3r663dri4zey	0.00946221104375791	0.330305643562494	3135.0805195048306	0.0
did:plc:2jbai2cfew6rkcbpnl2xz5tf	0.00732788002838944	0.2643119112300374	6006.212410802305	0.0
did:plc:2jjbdvx7pkrqnqimnnbxtltg	0.00325500966341745	0.9768385786603033	566.3981187626254	0.0
did:plc:2jjirfqth4tn5i2qnze5mozh	0.00469151671038162	0.7344909101592579	993.3447596693693	0.0
did:plc:2jmnldkb5nkiaaohb35fjanc	0.00552763819148255	0.9798043604682009	881.7713639730931	0.0
did:plc:2jmodno7qssuuhh2d7ovodk7	0.0190822353869331	-0.636128449266851	22824.6177852447	0.0
did:plc:2jqzg56ts5bvjxzuqlrzxxbs	0.00387695978343011	0.8447989859959348	1285.1345936445566	0.0
did:plc:2jzyhnpsqonr6g7dp5tljjxk	0.0030072419296824	1.9521035768033785	269.86599750632894	0.0
did:plc:2k3b5eyeyuwrxpylfiiyjhqe	0.00473228053469113	0.49888167772569475	3457.675402279183	0.0
did:plc:2kjhuyaaigoinmhiek766riu	0.00680137999154989	1.0001889768872334	1595.0942340238864	0.0
did:plc:2klu5bmjbgzff5tgwfeyn6aw	0.00567174760771954	0.345192648945861	7232.54545289599	0.0
did:plc:2l6fanfydwypod76iowvv3zm	0.00744805958451944	0.5748259388115068	4744.871365835257	0.0
did:plc:2l6nyayv7ajn6mf5d6t4i2cu	0.00213899583876339	0.6803718931265691	4141.686325194841	0.0
did:plc:2lbn62i3d6purwmyhq6io6pp	0.00803392100402929	-0.156765007998936	17733.8687359957	0.0
did:plc:2lkokexi67bzfg6j75u3lj6d	0.00531420220836859	0.646835155078579	2756.81566526987	0.0
did:plc:2ll7zih7fgixde3zvwm5x7oi	0.00569476082245603	0.604062820286278	2391.8258157678497	0.0
did:plc:2lqnf44beb4wcosak6h6vtz3	0.00472247960153421	0.603730136484841	1748.47834367137	0.0
did:plc:2lrfppnconpjc4n4wl2qi4ef	0.00711237553465713	0.581622784310477	3168.65092333753	0.0
did:plc:2lrr7qwf5edl7kcu45u5c6kv	0.00736738703344301	0.5954038100033955	1642.4685060754925	0.0
did:plc:2lxvv4ulf2ypbh7zsquyxooc	0.00565705276873824	0.43894804171588175	1623.5027497656945	0.0
did:plc:2mhdrhdgwtm6u2qvfyctympq	0.00267745465936102	0.621116719920352	1894.85639195298	0.0
did:plc:2mubnrv3xuruy6cte4j3goy2	0.00284722840126703	2.823955578858426	202.78324501990852	0.0
did:plc:2muhlyqcmthlearycscpokgp	0.0035104194620115	0.852825698073868	705.5630775634913	0.0
did:plc:2mxsjembo5hsk6feo7wjy75n	0.00784313725947447	0.4207380958037237	4087.3533867160586	0.0
did:plc:2n54njph6mg5ipnybxneda67	0.00318177152839214	3.227532707460197	100.05351393126611	31.0
did:plc:2ncqqwuufqsj43l7ikfpb5ph	0.005494505495043	0.7067895978227846	2355.4500113478875	0.0
did:plc:2ndkxw3vwbxsg6pznf6sglay	0.00327116492540612	0.9928948838395556	515.8224428600154	0.0
did:plc:2nunelfoanpfy6q5ptordwyw	0.00301297423668063	1.8477396207647614	495.71706036260036	0.0
did:plc:2ocwzslwnhbxvebyliujy2gj	0.007704402520549	0.343688888531448	2888.32344257396	0.0
did:plc:2ooqdiheoyqmyok464hd3y4q	0.0117101732198107	0.63056294414075	3611.850485987	0.0
did:plc:2or6kai62nda3sgkl6wawiju	0.00271731746438923	1.5394188675296763	359.09185354873597	0.0
did:plc:2ota5lmr7ehzvl5qscblwmsb	0.00494910822746421	0.7208289643335649	1141.1045268754294	0.0
did:plc:2ozhb7jliyishd65csopnjs6	0.00703212402745573	0.7445216605180998	1880.0264552613894	0.0
did:plc:2ozolp7dn2wwg2x26bn7jmgl	0.00248812485867963	2.228378895205549	259.88000412953375	0.0
did:plc:2p7j2q3dwld7osgije3sc2ap	0.00775121405031164	0.5691680862761358	3200.642789563277	0.0
did:plc:2pflm7g6j5qo6mvzia4i3og3	0.00345955466140823	0.7475991132548209	901.4167813628934	0.0
did:plc:2phnjuofqbm5mrphmrclx3yl	0.00664068139316841	0.5694182768223983	3493.3157399042216	0.0
did:plc:2ppebw4pvnez74fcgvoj7aqa	0.00502487562259611	1.0938711755794266	577.8678286704653	0.0
did:plc:2pqorpnmhtgh3ew5whym27vx	0.00997782706206018	0.7741254297825834	2611.892225774954	0.0
did:plc:2pqugbdf3hvr66xbo5wofdui	0.00568114569820132	1.547606747064082	664.369866508517	0.0
did:plc:2pt5rqqrvuwr2ny5tg3jgcae	0.00369712051227084	0.221095303482518	9523.36639458533	0.0
did:plc:2pxgzeswyzuyccfwel6xonx2	0.00572904965413056	1.2501256683726432	781.292999281386	0.0
did:plc:2pznxuqg62sexmekiw2aqbn5	0.00266558966094502	3.6406755545770633	112.86094219188897	31.0
did:plc:2q3qpxg7qafu6gepl53rwhs6	0.00283953924458201	0.7210655854871941	1811.1311738933823	0.0
did:plc:2q3vocmcvgdzta2kaniivlo6	0.00517063081760635	0.7011325690504011	1402.910126797191	0.0
did:plc:2qdmotdqm3pdrpi62uomtteb	0.00704916570127152	0.6300992937772404	2305.16229522316	0.0
did:plc:2qitoqkva4ihh54jtlzo7b7m	0.00793823401919814	0.5299232302530165	3103.74944696622	0.0
did:plc:2qqrknz5gbpxzepg3dxda3dg	0.00311942959014064	1.08921074051967	1089.9592091021834	0.0
did:plc:2qwwrqqpraj6jiwrw7loic4e	0.00605693519279247	0.49872459033883915	9166.488279620287	0.0
did:plc:2r7muuhcqarjhxmuyzt26kw5	0.0102484472151747	0.2073472220867557	3897.651894015343	0.0
did:plc:2rb4p3bmdakyrztrf3rnpspn	0.00535135896643852	0.9978949002722961	1494.6714383034468	0.0
did:plc:2repyqw52n4blsblgsakpans	0.00712669683380069	0.5474156875890603	2532.954065361913	0.0
did:plc:2rq2kbng2smwcfe6vexrxhdv	0.00587053916487363	0.6804981757729227	2065.861311775164	0.0
did:plc:2rtmq6qbeaj43c36pqrff4ov	0.00372587197458467	1.057052014219342	512.5894389906548	0.0
did:plc:2s3qjhxzg7kyfuvbeivesp5n	0.00664029386983723	0.35253960789773586	5903.215952160892	0.0
did:plc:2s5vwyhpawimnsspnyl6lfvp	0.00385771827342106	0.686229255545259	1462.54707719057	0.0
did:plc:2sidniqa44v4nk3a6exhh3bv	0.00615595075429706	1.2638175052725797	1466.456356419448	0.0
did:plc:2sjv7rlfremxuq3rfckoergw	0.0037998146435206	1.7452030791083746	670.4287969032822	0.0
did:plc:2sprw5iky7ia4hsw2egrduv4	0.00706602810834309	0.6030566382404443	1664.8402101908755	0.0
did:plc:2sugj5qitilua3qac4piixx5	0.00585546986796776	1.1931204613924695	1006.2795740540745	0.0
did:plc:2sulhrm6plss4ch6be3za77m	0.00627693460925141	0.7195069151903368	1997.594290812375	0.0
did:plc:2szxn5fdgm6d4o4nkl4wajuh	0.00346411627425857	0.9261677327570431	1008.4196961679667	0.0
did:plc:2t3nsfh6wzykoynxg4zsdw23	0.00529941706712296	0.350726287511765	2218.82471736935	0.0
did:plc:2tabk4jot52updzcjijaegvi	0.00355879164747326	1.0147994181346556	389.3334019726252	0.0
did:plc:2tai5hxiuxbidmfjqn5g2hny	0.00561699139908245	-0.465517595880449	26989.569443921	0.0
did:plc:2tau22qmqcmsn3cxaz6xwpgr	0.00662158354496563	0.9455174562746026	1155.0402945237606	0.0
did:plc:2u333feyc7v75ywjiz365xox	0.00291850844399139	1.1085870323864493	556.34751691616	0.0
did:plc:2ucgkhj632mk4z6x2qp6otrz	0.00820512820911843	0.524809023973318	2515.55614786444	0.0
did:plc:2uhdz4a7sjuiusyqc2zsmabm	0.00584333544126891	0.5085012384912087	3777.624902536799	0.0
did:plc:2ujgnkrrwm56k64rfypjhuda	0.00766805217631554	0.5785265427498428	1997.8351210971227	0.0
did:plc:2ukq7ortiif2nsz5woowbfgp	0.00509853907313303	0.8322467700510701	3621.917061536725	0.0
did:plc:2utojzt5o7uuqurfzmjl5zr4	0.0066177137174201	0.6864835315314676	2446.635410561267	0.0
did:plc:2uuweutnraypsnhc3dytlghw	0.00599555884736152	0.69962878221217	2067.15772861919	0.0
did:plc:2uwrcrynk5as2ydhvp6ddmub	0.00668508287298747	0.6252457142981169	1775.615620955707	0.0
did:plc:2uwy2xvy22jkb4lap3kxmjoq	0.00512479201397561	0.6471275837280814	1080.6493466248864	0.0
did:plc:2v7pn3rkt54kqkk6khecoikh	0.0148224750254338	-0.250106535724446	14587.0813588828	0.0
did:plc:2vewijm2vwrjl4o4sj5ncc7r	0.00406784864559912	0.5700465724738734	2078.385204627412	0.0
did:plc:2vqapvca7c4hrvbkxwaye2gt	0.00685376235508339	0.7515490297586521	1209.63527539868	0.0
did:plc:2vtbedkdmrx376dgvkuh542n	0.00528957005349911	0.5182245490652593	1787.9802488885896	0.0
did:plc:2vyz4ew4fbvzqhwunwtqr5zf	0.00636015326532414	0.7688569139665549	1560.4636882684254	0.0
did:plc:2waabobfkkmmk7xs5kihhkv5	0.0113851992424739	-0.5232456673514	25008.0891904245	0.0
did:plc:2whg3hq6xlyruoe3db5izfud	0.00257282271185951	1.2542517494326781	293.6104988137102	0.0
did:plc:2wjlcam7b5on3ahryoq5eh67	0.00502785704931571	0.5137731267105545	2158.5263937232044	0.0
did:plc:2wjzhib7i2gwouhauc7zql73	0.00582464745779964	0.8016658194966626	3810.0876496963087	0.0
did:plc:2wn2ucqy7je6rj7axshmb67z	0.00965092402708669	0.44024101251380426	3815.6963991751345	0.0
did:plc:2wvqaundjo7t3gdyhhji252y	0.00376730925909786	0.8131218611193675	1002.3477851410862	0.0
did:plc:2xghincqwiplinj3qgypo53z	0.00285634666295758	1.5005571514596414	381.7276960550594	0.0
did:plc:2xinw77p65leh2xqthq6jd3w	0.00378830083599019	0.7842280737533919	6266.447197325777	0.0
did:plc:2xkq54aiewtvgqrnemijirpk	0.0049207217066023	1.3718469362365504	784.0535935801913	0.0
did:plc:2xogapb6zabszzumkqx75abv	0.0102595051399252	0.7512868985470487	2225.9294816524543	0.0
did:plc:2y2c4lzz26chcz7l7xdhvwoq	0.00598189689306386	0.290343267599243	3725.07734213115	0.0
did:plc:2y2o3bgjcmtoxdnj36piduhf	0.00390959071502655	1.7793611715952717	837.1142430397468	0.0
did:plc:2y3apie5qufk6aqofea5b57n	0.00897640075590242	0.6073304392310743	2340.3129866650243	0.0
did:plc:2y42dop2j5pgagrznndcqfwb	0.00475180934362497	0.9293962490518554	1112.042576652012	0.0
did:plc:2y5h3axou3jxazq6ptnbs2ln	0.00468821308637996	0.701458435175291	1580.53173079153	0.0
did:plc:2yarndehwatr7zzbcoyqnqor	0.00474279460135239	0.7946417564262743	905.956246591512	0.0
did:plc:2yaxkffnwzqwjrm3qembq6ef	0.0080605764575565	0.764190811632245	7062.72118153935	0.0
did:plc:2ybjljkupf4rsw5pvbin5qci	0.00425015179137091	0.8434003272551948	1752.3494320540792	0.0
did:plc:2yedxzmduqrqz4scj2qteabt	0.00694590612507912	0.5222424996249986	7244.986849079421	0.0
did:plc:2yerowcz56jhd5hguhrubjjg	0.00787401575255007	0.380367840168136	3145.78911722655	0.0
did:plc:2ygqtjtytgia2wmnkp3z6bbc	0.00476022567078993	0.7863853288554048	2410.9605841410853	0.0
did:plc:2yi5d5zeyxrwl4otj5wcwiw4	0.00601406365859325	0.8099176775599709	1154.2140800528273	0.0
did:plc:2ymd2oiv425hp3hfmuuemyv5	0.013452914820712	0.4368664047561096	5254.468488382569	0.0
did:plc:2yq2qnhmrudfjddxoxf7hvgo	0.00624124315556369	0.7027793829261583	2423.987762667151	0.0
did:plc:2ysm4bp3tw7cfj6duoleafug	0.00666097352839875	-0.598090793279674	28254.2093499254	0.0
did:plc:2yvzaddejgdas7ptuhoxudrl	0.00557398805576046	0.8606778603629738	2716.4863545672056	0.0
did:plc:2yxju6tl6do53xpaxluqdgdj	0.00371046228746246	1.128126633956229	819.0953398460872	0.0
did:plc:2yxza6vv3f2an5afpughyrlj	0.0048559404345805	0.771203685652316	2838.5889215286215	0.0
did:plc:2z4ao5ooglazwhzskupesmvi	0.00354868061915514	-0.0888790329992898	15106.6924875372	0.0
did:plc:2z7whlmbivfcz6pti3guk52l	0.00400571111315634	0.6933352520401856	1562.9972422143974	0.0
did:plc:2zasu34tgl6kvxinxm3bje3k	0.00726596823366307	0.440727737753072	1861.73632320154	0.0
did:plc:2zdgkklkrorgivdl3rpjjrer	0.00587181528882066	0.9080007077697388	2022.1585759183456	0.0
did:plc:2zdlmzdxma34orvjowzfjhbf	0.00232296740358485	-0.249225109431882	25594.6042198733	0.0
did:plc:2zrg6buy3752rl7wfech5uzn	0.00215806976579957	1.8085864127127649	287.20873933671896	0.0
did:plc:2zwjcd2rlxyf4g6qwisu4a7r	0.00440089191430622	1.0522923914001456	810.6062559021148	0.0
did:plc:2zwvfze3osvwlitzzzwpdfng	0.00208127373961903	2.7016191862567096	120.364939610476	0.0
