did	rate
did:plc:25tzlkctytapufb6ng5vdh7n	0.00446331845661861
did:plc:25wpuii4cbys32bgcxbbypbh	0.00287191269388597
did:plc:262v243tue3yt7jtrfh65nej	0.00616142945164796
did:plc:263o6qqynu7xen7uywmmafnx	0.00412661667782817
did:plc:2647g3p736k7p62nrbbaeq3y	0.00407341622288527
did:plc:266ipbyio26nsizfg7avheuq	0.00480615187520742
did:plc:266oaas3toce75zomeoyjqdd	0.00260416666671017
did:plc:267xk5nacakokgovxfloxbec	0.002327385570272
did:plc:26a4mvo4tloiohhxjkbvymdk	0.00672227064092462
did:plc:26d4fkqdpjksojdxx2wc6pbc	0.0076350448560869
did:plc:26fvcg3kc5grqn3xbvi5rruz	0.00886802295568652
did:plc:26kmeuz7xsxhjbjzuod4dfqa	0.00259648294583671
did:plc:26p65t7lgb2ewa2b6nnlrkf3	0.00441369438253511
did:plc:26sdhlweee6evyzw5kqrx5ln	0.00405545600329003
did:plc:26tf5j6q6y2qcfnlqaipb3ea	0.00497780727662108
did:plc:26ukeyhfnlklfooygqacum52	0.00282039116470032
did:plc:26v5aulzj2ulea6m2jvifssr	0.0128865979637571
did:plc:26vr2umerwllq4usgcp6yaxo	0.00495734378970365
did:plc:26yn6w3k6w7evyzefl2rfh4v	0.00542047390485007
did:plc:277h2qpjpi7lq6pcfrvg4huv	0.00495615707279073
did:plc:27bz5ogrrnlcpkwybkevogoe	0.0225988700574447
did:plc:27eyrcw6l54oovkennygj5rf	0.00482098546694738
did:plc:27fugeby65fv624dqvqd7lty	0.00339089481993943
did:plc:27iapqrv45qaghpn3szcwrnq	0.00412114868868697
did:plc:27jmbc66q4uhplgawgzb23bu	0.00514453699180209
did:plc:27kppsest7zdqk3goeqqewic	0.00279884627728001
did:plc:27olldhvyfoailptfagxwpuc	0.00625424881040566
did:plc:27riat5xoq2v2qwq4aftcnpt	0.00364613318018968
did:plc:27s6nfniqles7xuo4qb6krtk	0.0343938099537387
did:plc:27sdafz73hxvbb7ermyjt7kq	0.00380093697549348
did:plc:27syjbgndob2ybtgnvdvofo7	0.0038144456749765
did:plc:27vtce4einhtargaadthuci5	0.00361258175062228
did:plc:27vxde54kz3t5p7qes4b4346	0.00313467340633544
did:plc:2a2ssdrqtrkg7n55p7bjzrg7	0.00294972820376195
did:plc:2a2ymiwe7rnxyfbruifovy5e	0.00298601288770744
did:plc:2a3rqm42cuyoxvbf74nlvzd2	0.00917899031391078
did:plc:2a66ps73boql7xymol6jdipc	0.00466584328344275
did:plc:2a6xpwgfnrl5xm6mpkxhey32	0.00274017827684386
did:plc:2aasolcbyjbsdwqhqxo72mpp	0.00296106421534692
did:plc:2acpw7jpr6fjyi7ipobrriea	0.00660653030264169
did:plc:2ad4ipnlvljwwrywxum5aubc	0.00459257315405817
did:plc:2aebn3xk5t63net43eeepire	0.00531142182736182
did:plc:2afwbonvqumpbiksfxrddtfy	0.00283986808371216
did:plc:2ag2boorsqavevplyfsjwhyr	0.00400455690958903
did:plc:2aiyk5db7x4wzkfeadpvixeq	0.00354997269292811
did:plc:2aqiuyocgpapxwadaidckzxv	0.00421779141224844
did:plc:2aqyawjcddcbyzqekifuohr6	0.00618429189865268
did:plc:2as2iqdw36b6hakqb3bawlgh	0.00259078096505832
did:plc:2asfgiafjzw2wabe2j7es2jl	0.00302966547511021
did:plc:2auniqtgbxoevxbcm36qqwra	0.00383956119332847
did:plc:2auqwvwjpvxdndod7ai7nrgg	0.00515202703029613
did:plc:2awztkfx6imrbjjbumdyelv4	0.00488188976455005
did:plc:2b6idrffgz2zcbpgxcgxvqbb	0.0104970008663933
did:plc:2ba4sv4w5eyuvyoal7n4vh3l	0.00451348798250555
did:plc:2bevewugl3itqdkqa4kzl3az	0.00658499234309423
did:plc:2bfg33imnolgbowtcsfqecee	0.00622083981521833
did:plc:2bi7nhde2v6aclw7mlxehrxn	0.00496018796516442
did:plc:2bipibnmhdqdpso4xikt4i3r	0.00216925772458307
did:plc:2bjhdanpdap5s4av3tvhfyai	0.00312241711831512
did:plc:2bkqxl4iwwxm7fwjevd7pfk2	0.00501517751443688
did:plc:2bltdnx57lapkuiqm3q2rwkm	0.00451620187520133
did:plc:2bnkcweo5ttebxkjee7adiwd	0.00364861072167922
did:plc:2bqajszjvs2nez4n2t4fduol	0.00320032003200773
did:plc:2brxhezhf5zg7viqpf3glb5v	0.00286275151320085
did:plc:2bsiqoguzzzrq5zj3vz6ab5x	0.00729394602593819
did:plc:2buetijogbjxzsmoxjpbjbys	0.0110207294755321
did:plc:2butpld7mqsyqiqpmg5wquir	0.00620899719023284
did:plc:2bvxz7qsbzi5d6ztgovci5um	0.0036559553589358
did:plc:2bxfqrquzicluosmz24ctjgs	0.00238015618551361
did:plc:2bzd6ma4dh2abpjamslvclm7	0.0137614679109307
did:plc:2c3mrmk7efhfogadjrc6udvz	0.00877192982782336
did:plc:2c4hmyxdfk4aky3jeoulhog5	0.00289667773361614
did:plc:2c6hskxiekpu7jp33wjn6apb	0.00284715931166885
did:plc:2c76flblvziomhuvn65t74ux	0.00722118213543432
did:plc:2cbebonegkqtduduxhutpzmf	0.00430666419179846
did:plc:2cetwt537xomcs2goweogvzj	0.00409836065600105
did:plc:2cg62gq4p3u45xlcledoifa5	0.00497426109159471
did:plc:2chqmj4m5vh3gh6k55ub4dju	0.00464342036185813
did:plc:2cjkbm2doxmttievrmmdusry	0.00263640531887028
did:plc:2clljmp7zdeokqu2fncgdb6u	0.00341326545416757
did:plc:2cm53lelw7owye5xu27wwswy	0.00681818181957831
did:plc:2cnoqiemgk7hewmfi6dtfuc5	0.00331934003719964
did:plc:2cofaw62hwbbemyhrlzpyxon	0.00589802131114717
did:plc:2coluj5ioxfjjzgdyjzj5pfy	0.00880011175068132
did:plc:2cp5at3h2cg7utlmiawmkcv4	0.00394689630456554
did:plc:2cpig5nzxtllecyfju7gcu5b	0.00406391428862346
did:plc:2cqgeyqbliclm4fpwep6bh5a	0.00437317784364444
did:plc:2ctatjrtj55hxwjirv2zaevq	0.00289269730378904
did:plc:2cuekvetitnxmijbtxi3c7gv	0.00257798401654403
did:plc:2cukqsoyj4c4rk6mfk6ygt2w	0.00569886023035962
did:plc:2cwttecabqaubcbtidsxmz6o	0.0051034610751835
did:plc:2cxl3p2xqavj4jvi23xxdcyh	0.00386996904056189
did:plc:2cxzde6bqih7eduycirktgyi	0.00545712260862816
did:plc:2cym33ha42gakibxstrgccls	0.00823723229389405
did:plc:2czagn2rvq4kwjmjcaxwg527	0.00618145563498006
did:plc:2d4k23wpqdool7w454fepnkp	0.00257638057569693
did:plc:2d4p6njuqfq7z7oklkswzvpg	0.00482876929998978
did:plc:2d4w4lo6t6bphanqa7mordgd	0.0053810102418503
did:plc:2d6um4u2xex4xafphqodh7vc	0.00328659071000791
did:plc:2d7ctkxel6gz7omzkchyuzcz	0.00335168781431886
did:plc:2d7vltbdr6afh4sferrjkxhc	0.008089539011257
did:plc:2dbmwvxvittrfxhgw2fbt643	0.00449170409852812
did:plc:2ddmxspncdpznfkzmj3rkomc	0.00426970290100095
did:plc:2de62ktvc6tise4w22dbzvg3	0.00276703678757859
did:plc:2dep4ilvvgzqi3qemm66xf6o	0.0036724460613179
did:plc:2dg6vru4p5qhjnqsvtlgt3us	0.00393551805070326
did:plc:2dmqzv7a5a7pxade4kt2y5xe	0.00619608796201659
did:plc:2dnjyg3c3h42qxx6wxsvk447	0.00532985905542796
did:plc:2dny42ds6ebgtow35fsh472w	0.0056190125281366
did:plc:2doljfz4pd5x6iumfdrt4fk6	0.00450824534365368
did:plc:2dqwz44i6zbp2gw4kejc3yla	0.00484900564772987
did:plc:2drpnvksvyopkv4n5xgelnol	0.0047046523793258
did:plc:2duwmxl4feberqaikghyrkjw	0.00227904890091938
did:plc:2dvc2d4wuyckfr2k5pco77mh	0.00310989419611494
did:plc:2dvxljaxqp2pq4ksokux7ppt	0.00525935856511851
did:plc:2dysd2xfshiuuvm3mq5veyka	0.00436095270047962
did:plc:2dzyut5lxna5ljiaasgeuffz	0.00598802395416543
did:plc:2e3mmca6c2rkyw7557hgsd6x	0.00616761398181721
did:plc:2e6psbpp5djxnfumsobbbpic	0.00200658499019949
did:plc:2eeaigdbxdxael2iyo7g7uqj	0.0061969993480573
did:plc:2eeofosaanhex4r4at675te5	0.00909090910555363
did:plc:2eg7mz2jlqzljlvwhp2homgp	0.00224674671083301
did:plc:2ejepjhy4lhcewzz4betdfwo	0.002396405391969
did:plc:2eki22hstwhziog7mhwvrm3r	0.00264413996792805
did:plc:2ekk7mj7jdicij3ijvkdiew2	0.00501011658227084
did:plc:2emlj6i3r7vqjcjzna7ejluc	0.00548478414722615
did:plc:2enrykw6uzlomjrm6x6q3sr2	0.00323122114992116
did:plc:2eodevnop7csovfkkhpyn5ub	0.0129908473825432
did:plc:2epdrchz3cnpsm6lhj4qu2y7	0.00855561147810191
did:plc:2epgz6zpmhciiwhm5mpwfgtq	0.00799247767239647
did:plc:2epoy7kbha43w4ktd7oxuwys	0.00494233937471247
did:plc:2eqqdwttxt42pvw5eh7h53fg	0.00213209513890654
did:plc:2ersolbztx5xtpiblpclvqgk	0.00312383785855111
did:plc:2et64cn4oidgnrdow26vfets	0.00501980032420599
did:plc:2euv5mb2o67fxnotmn7ltu4b	0.0028580501748204
did:plc:2ewbognzppl2ee66kzoopoko	0.00813008130491544
did:plc:2f5yndm73o4mbdxn7tze5rp5	0.00386292834922564
did:plc:2f6dn4vm6mjzqwx3p33lmete	0.00830670926902049
did:plc:2f6yr2i6iu7mjz2x6ktiat5o	0.0051612903232309
did:plc:2f7cu7kzn4eehqlptnqbnpg2	0.00410201533823302
did:plc:2f7dcii6eiklaakxa3eivnyx	0.00701418778919306
did:plc:2fdrojyxhtqet66rzznw2mrc	0.00252083187456688
did:plc:2fe4l5nmt2bchj5k542uqyy7	0.0069364161862968
did:plc:2fe4sqk7gt2czyitrvzhso63	0.00331501352186723
did:plc:2ffii2u2mfv5s4fe5wvqnhnd	0.00331869204500115
did:plc:2fhcqk6mvwjvdb4qyhldhesw	0.00481729526575374
did:plc:2fjn7yznvncjcg5m35sfxzwg	0.0118008024612422
did:plc:2fns4ggk7yf3zg3onqkk6ffr	0.00522344747596069
did:plc:2fow5bqseq33yqsjcdhn7nzt	0.00770613922907109
did:plc:2fqmvm25khg2oltbj7eapvx7	0.00521881288040691
did:plc:2frn6hdtgvolaikf25wuxpfs	0.00509363295947843
did:plc:2fuby6k7m4qihzv6hhkeuwwg	0.0107825015491157
did:plc:2fucrzmhcns75sswzx5i2fel	0.00416558187996932
did:plc:2fuesp5qz5nj3a4uaag3oaij	0.00348106639540978
did:plc:2fufy64p75lj6e6f2hvcaqnl	0.00289735099353242
did:plc:2fyxr6nphaaabukyxkbzlqic	0.00338688667003637
did:plc:2g4jafav4ybl4jeofkjndgl2	0.00550886362084543
did:plc:2gagtq3rrvsir3puvtgijqn5	0.00457694210880579
did:plc:2gcpoifi4y7z2tdsbgwakkra	0.00300300300369499
did:plc:2gfn4grfi4z6pl6fkq5kt333	0.00226512497695422
did:plc:2gjwn4cavjxoqrmcu6luffup	0.00352620612319509
did:plc:2glhhluioiyw2aj27buqhcda	0.00429513729122357
did:plc:2goei5ofsanoqqfwibd5dqw7	0.0026616981636311
did:plc:2gohvo74llackouoh5manqyw	0.00798137679183338
did:plc:2grz2m5rey5njmnyz6swhcta	0.00355279227308616
did:plc:2guz2zwe7xjxztr6zd5uhhdp	0.00429162879958232
did:plc:2gvblivfkmatsj64725dg3ls	0.00926354794162802
did:plc:2gvjyduzqzllqqx2ifysz2lu	0.00207360553766261
did:plc:2gx4p64yp646creuolvx7hlv	0.00213215445413454
did:plc:2gxkgtbzaljuqdzp5k23tb3k	0.00377906435579107
did:plc:2gyf2ijd27wt6zcajqmb6lil	0.00326465467261617
did:plc:2gzj5mafbilgcctbeoapap33	0.00412901972215156
did:plc:2h6yvnlfnf7vsvlz6vvy6pmw	0.00220579546506414
did:plc:2h7fsdbvjpewho32zatnywq6	0.00230882639300976
did:plc:2hae6czkrgijfcx5sr3kvacv	0.00317222804141534
did:plc:2hcllytuurqomrr6ufqiza47	0.00360537528718234
did:plc:2hdqlkihbir5ggymugvxuez7	0.00303694115317551
did:plc:2hfeif4o3lubcgwezqltj575	0.00312558313130325
did:plc:2hgfdpnawwwg6hkpnqamjx2e	0.00648088140149875
did:plc:2hghxurm7nj54qwg6brbty2j	0.00440473974917865
did:plc:2hhltmld5rnubow5o3qytv52	0.0040990463445831
did:plc:2hjs5ngngatbptunzo4as37u	0.00826245443890118
did:plc:2hm5ept3myp2dwfntwirjndb	0.00326878664071722
did:plc:2hmsy2j47nij7aly3ovwzj6s	0.00447531583709672
did:plc:2hqgt2v4s3hx4d545egwlpsw	0.0068434559466333
did:plc:2hraeoem3uiipql3bv7kqsg4	0.00463725669746633
did:plc:2htg2su324b3joyed6s73o2c	0.0120684816478138
did:plc:2i3csceaqqzz5i4q25xq47ir	0.00362151333063694
did:plc:2i4dmm6tylkpetqdk4nxeny3	0.00535013672629918
did:plc:2i6iquxafiwva56aoyshvryu	0.00277725178329905
did:plc:2iabfmpy6rdpj7f7llg75qt7	0.00672865182430644
did:plc:2idhg2vafzlhfu7lg2qnp2gl	0.00843996733282324
did:plc:2iffnsrte4e754agaja5lq45	0.00582653571058895
did:plc:2igtxyppnkc2onqak5xs4tw6	0.00469353948181866
did:plc:2ijedidvjqzctut2rktvlf4z	0.00419952883359474
did:plc:2il7qb4yq7upsc4hsabhpwoc	0.00659222386808759
did:plc:2incnumrtgwaurgehvxng6dj	0.00253669142965414
did:plc:2inelu5smxd57t7eeh3hocdg	0.00360460280057738
did:plc:2iofzsnuvyulvb4jkwppawsa	0.012872774087954
did:plc:2ip262bcc2yopswnhcomn5o7	0.00308419565919394
did:plc:2ipg3b5szsfaqkzm3usisf4x	0.00230105465011285
did:plc:2izc7ew7ckdnizm3sbmxeyu4	0.00946605531985359
did:plc:2j2mtq74uzzdluczshvbojiy	0.00444822071273935
did:plc:2j3iaz24teykqf5cjoxzkt65	0.00517011341217368
did:plc:2j5jb5jc2uzzkby4uj42gry7	0.00741669278286485
did:plc:2j7bvc5andn3wbadovzielll	0.00724476148597203
did:plc:2j7k7yuu36mb4rlazt7xwhku	0.00326769283697954
did:plc:2jcjjspua5vnwwmbq6gule5a	0.00459016393535638
did:plc:2jgkjdbj4sjzqxforixythtf	0.00268624641853509
did:plc:2jic2oxlxni3rqdmmirtkmxv	0.00691358024825258
did:plc:2jkqaootdn5xywid6tfnhjim	0.00605520926130843
did:plc:2jmaedpo56ak76qlydc3dmo2	0.0060463058566034
did:plc:2jmilheszvj6c5yi6472eeum	0.00970297030906328
did:plc:2jmspwrtcfymyqvjpdvpg2ut	0.00326723749447309
did:plc:2jon35y2cpyrjgpwpbfnwneg	0.00310134566875417
did:plc:2juqkcr2yvruhm5k5hmfsyq3	0.00555227407230218
did:plc:2jwzda43ggvpqajfl2ajk7u6	0.00702353834599943
did:plc:2jyg476wmnhachnt4r2wlkcg	0.00312372674193948
did:plc:2jytc3l24hftdqbcbvtzocuz	0.00746587031247397
did:plc:2k274ogyem7fnpps36u2efnd	0.003692080487718
did:plc:2k2jsncmz7z6qarpmk6ig6ef	0.00410222557551721
did:plc:2k4e2cj2nz4dfyxq6gguwpd6	0.00815956482726728
did:plc:2k6dbricpxi7h7imllxffjg4	0.00675454842581191
did:plc:2k72n5s6n34drgdk5zmloqsv	0.0025964659214287
did:plc:2k77kngw6l3q27pitvz7lh2b	0.00480416904565505
did:plc:2kajtmqqmlkax4evxnmwx6t5	0.00641093011203487
did:plc:2kbwqja4b4cjt4ykbbmesr43	0.0102869518238432
did:plc:2kg6vqxr4pgjxryuvpdimb34	0.00308965838884057
did:plc:2ki252kvurzk5bhpz7etxjpu	0.00449073785417245
did:plc:2kifaex3rnfgyjyi3r4lnwog	0.00760204925308285
did:plc:2kjn47v3bebxdzie3v7xkzyn	0.0227196793681438
did:plc:2kjpi4xyaclsbdvatfyiewwj	0.00879597898116665
did:plc:2kketofljfsjg3zcxbwjao4y	0.00496993988048914
did:plc:2kkucj3efjgcue4jdcqx2oez	0.00845363508131044
did:plc:2kmr7qusfjdkbqjlliq6juqc	0.00404793608549328
did:plc:2kqabxmrubamo6uv7r2l7vpv	0.00226769328130216
did:plc:2kr3cva3i7sgaf6zjnlhh5dj	0.00488650693645556
did:plc:2ksyekjzm6vw5izbacdzyovb	0.00224318949205068
did:plc:2ku4ifwfvtjfljhxulv4co7c	0.0102662816912561
did:plc:2kuc6j3keogla2s6cjqbjotz	0.00296027501924333
did:plc:2kvmju34uiy7rkuj7b6hvygu	0.00575715282857065
did:plc:2ky4z5dotkmamhhc5f4fdqo3	0.00484702952701628
did:plc:2l3245rctkbzrqtytasupeby	0.00571071651885299
did:plc:2l3e5we6iirsvrtcq2ow5yug	0.00275103163690034
did:plc:2l3gvprildocgdm6lkwomkyr	0.00245566166465562
did:plc:2l4msukf7kuyz4dchq4acqpd	0.00355951056770396
did:plc:2lhp2uaza4wxynu24mosjp6g	0.0032457952198332
did:plc:2ljqvlf2ws2zaibm3bgz7z5x	0.00296213439404623
did:plc:2lmlgdhxt4rhxdcfhpaln6op	0.00559139784997205
did:plc:2lni52faixp6yoxukjzsn6fc	0.00666666666816146
did:plc:2lq2ozqhb6sdl6d5kco3k6xd	0.00293416468014155
did:plc:2lt3qyqoywjnivjt4m7ut2mn	0.00749930562508558
did:plc:2ltxrett3xm4qvytwbnbkf6s	0.00248033449087364
did:plc:2lvcty7nee5ezz2k3m7ms7oe	0.00311931375109761
did:plc:2lvi4h44j4uuknth2mvxbjv3	0.00472699208953025
did:plc:2lw7jvx6yd2jlmmqgytkwtqr	0.00412164420210797
did:plc:2lwfnzh5xyvmbidyar5mwvpj	0.00245516652439075
did:plc:2m27hhuouw267pfodx2l7y7n	0.00286532951305446
did:plc:2m4qednuacava2r2hopghofs	0.00618224173649023
did:plc:2m6pxiaxnutrduyrtm7xavhy	0.0049863654078123
did:plc:2ma2cosw2ke6jyyuhliiyqnr	0.00305835675331302
did:plc:2mfuvaixxs72a6fno6wz4le3	0.00423595858197625
did:plc:2mihqs6bcyhoirsxjwpydt2v	0.00404312668469103
did:plc:2mimlklsgxggg5y6hov4ms4b	0.00208517809715063
did:plc:2mjg4gvz4u5urlvncktkuzwb	0.00687836753546508
did:plc:2mjivr4sknqib2szy7kmovih	0.00286327845399048
did:plc:2mk2f4oktc6uiq3oxouoyghq	0.00382079076250387
did:plc:2mpx4zxuas2rnvjffxe7gx5f	0.00476493011439151
did:plc:2mrpd2nwkourjc2wfc6p5aeh	0.00487979052683675
did:plc:2muhor67mxs5x26t2v7wz23m	0.00317768558578101
did:plc:2mvgi57dula2mx5z2423ialj	0.00218102508186585
did:plc:2mvgtjmx52afwbhm6ha5ph53	0.00287992910959523
did:plc:2mzfvfvdsxrdyr5lzlpsjk36	0.00381077138381817
did:plc:2mzikgwsjtr322kxvhrfwaqp	0.00413144828134701
did:plc:2mzuep622e6xjt2npazciprc	0.00345191969047935
did:plc:2n3l6ozcrastaz7qzf3mkzro	0.00617919670630987
did:plc:2n3yvfeeqyognzqc6lylxhnk	0.00450450450548985
did:plc:2n5poo4mfmott343inm5uoi6	0.00225225225232188
did:plc:2nace2a6xo3b646hbblyiecx	0.00433153828165511
did:plc:2nauud2njozb5gaylxj5kxjy	0.00292994761623764
did:plc:2nbz2ikvrckzcyrswo27tusg	0.0082516761256349
did:plc:2nfgpde2l7vcufp6bqgeofaw	0.00390011375333008
did:plc:2nhm4gos4v7e2srsmsjlnv4m	0.005593409946609
did:plc:2njetg5xhkwr2e6co47jh7my	0.00392075938948879
did:plc:2nk5lygtstuc2q66nc7u4s62	0.00517284885252573
did:plc:2nkyzqqr7h7msw2w2f462w77	0.00802529183306004
did:plc:2nlz6ge4fvmed2vbeh5lqemn	0.0027226065612242
did:plc:2nnbxedh4sgofuarvblf64bl	0.00342005618709809
did:plc:2nnxyptzbrd273k3ompglofi	0.00273463305237457
did:plc:2nqt6an3lgkaz4nf4elpluvp	0.00476688757204135
did:plc:2nqxi6t5cjw2f5uvitoa5zax	0.00324024070370417
did:plc:2nrjzebm2nqlz5icrqvg4jmu	0.00749516441530234
did:plc:2nrldvshk3cglu3uhophkqbx	0.00640269587194879
did:plc:2nseljej2tahy7sixj77rpk3	0.00378071833682161
did:plc:2nshetebc7bhoxqoj6bmpw7d	0.00349575515488574
did:plc:2nt35xnwkroypi6jlkkujgdw	0.00529444547662044
did:plc:2ntxtnddqyh3iesmvm4l7emv	0.00382920309258677
did:plc:2nu56bazn4emaqj7c3jatj6s	0.0055939938176737
did:plc:2nvkxgfhhn7nfmhxhjtx4fpd	0.00762001524501945
did:plc:2nwrbgtwgc4kyawpi3c45sgw	0.00384281641286605
did:plc:2nylqytl2app2hmqxoxeadq7	0.00383831114341932
did:plc:2o2gkelshc7tvdwrsre3eigp	0.0039040713902631
did:plc:2o2kxdnhihz4uiah7xph76qs	0.00731438034890727
did:plc:2o3iqdpjvlp6rjxl5k4cfxcz	0.00471375871024062
did:plc:2o7bskvepbk2y6hcrr5bz6la	0.00602802215908265
did:plc:2oaiodqpf6djhyprlkdyafgm	0.00242736858080248
did:plc:2oesl7olfa63kzntcvgqa26o	0.00533066799992303
did:plc:2om6nzmbs2mw22fifdwhoidy	0.00848389631154158
did:plc:2onpd5pp3f5shqotgrrop5ni	0.00261399941932614
did:plc:2ooalrwu6v2aj5vizaoyxnal	0.00516419491590338
did:plc:2opnkxg64ur6nsu2lv4mv6uf	0.00309582547296474
did:plc:2oqnft67od2qguz76xvczieh	0.00366063738194074
did:plc:2orlda2bmskrytn4feuijscf	0.00712078463107813
did:plc:2orllwsuhrxbnd56o7jm6brj	0.007823470415841
did:plc:2ou2ygiw6cv55eyvgzofwfrt	0.00355624275263077
did:plc:2ouk4ptm336l2lcce6qxs3ar	0.00490734164516858
did:plc:2ox3uml7ks36s4unhdjlkaa4	0.00241523878970182
did:plc:2oxw34o5ugqp6eky7r3yrcoa	0.00758473572442419
did:plc:2oz5mbxcyseavf4sdprd3uxg	0.00530503978839648
did:plc:2ozhoodtoxwrgmzfjm3ye6fe	0.00553191489414355
did:plc:2p6g3v4xvshlgnn3tju74f3c	0.00321610850926258
did:plc:2p7a3z4uzfpoepv3aa36ykjq	0.0020333000844207
did:plc:2paenrcwjln5osryeuhxhnm3	0.0067876437182496
did:plc:2plhwndqtsx7gjw7cjhfyep7	0.00448804926516512
did:plc:2pm43esqfyzyi3cg4jmukujk	0.010056414040728
did:plc:2pm53q6wz2i24w3j5yhffule	0.0034107402036577
